;
39756;
15459;
15291;
14962;
14964;
14515;
14965;
14998;
14998;
14548;
39756;
15023;
15023;
15023;
15452;
15452;
15452;
15451;
38872;
15530;
15472;
23369;
15448;
14775;
15346;
15346;
39756;
15346;
15482;
15541;
15541;
15269;
17983;
15530;
15530;
15530;
15530;
15530;
14734;
17984;
15530;
39756;
15626;
15354;
20667;
15452;
15597;
15025;
15521;
15509;
15582;
15222;
14566;
15996;
16068;
15018;
15448;
15088;
14993;
15672;
15542;
39756;
15086;
15058;
15507;
15076;
16095;
15345;
14566;
14774;
15617;
23312;
15979;
15345;
14734;
15482;
15346;
15679;
15679;
15459;
15609;
39756;
15482;
15360;
15345;
15345;
15845;
39756;
15354;
15354;
15354;
14819;
15369;
22615;
15398;
15351;
15351;
15351;
15351;
15351;
15351;
15351;
15351;
15351;
39756;
15615;
15291;
15609;
15545;
15351;
15351;
15351;
15351;
15545;
15545;
15545;
15351;
15351;
39756;
39756;
15356;
17984;
15156;
14665;
39756;
15582;
18609;
15345;
15545;
15580;
15580;
15238;
15430;
16195;
14593;
39756;
16053;
16053;
39756;
16095;
16128;
16253;
16236;
16234;
39756;
15965;
15965;
16235;
16236;
16095;
16094;
16094;
16096;
15982;
15996;
16198;
34048;
16128;
16033;
16057;
39756;
16048;
16095;
16094;
16094;
16096;
39756;
16132;
39756;
39756;
39756;
16128;
39756;
16132;
16207;
16161;
16094;
16043;
15964;
15990;
15964;
15957;
16078;
16175;
17995;
16061;
16068;
16068;
39756;
15938;
16128;
15434;
15541;
15979;
39756;
14594;
15029;
15234;
14581;
15481;
15354;
15354;
15354;
15548;
15297;
20802;
39756;
15490;
15369;
23848;
21111;
21269;
39756;
15609;
23172;
15597;
15618;
15580;
15580;
15580;
15354;
14819;
15373;
39055;
39756;
14593;
15055;
14948;
14948;
15360;
21203;
14819;
15566;
15566;
15325;
15520;
14948;
14695;
17986;
17986;
14833;
39756;
16069;
15959;
16055;
15525;
15448;
15962;
15521;
15521;
15521;
15521;
15521;
15521;
15521;
14587;
15319;
14819;
14819;
16095;
15355;
15354;
15197;
15001;
15958;
15433;
15636;
15382;
15521;
15690;
16095;
15012;
15012;
14946;
16029;
16128;
16128;
15992;
15967;
15967;
15689;
15100;
15100;
14566;
21175;
15369;
15580;
16052;
16094;
15345;
16175;
15566;
15240;
16094;
18215;
18230;
18215;
16095;
39756;
15358;
15541;
15521;
15521;
15521;
15679;
15354;
15597;
21972;
21972;
21972;
21972;
21972;
14734;
14734;
15592;
15545;
15190;
39756;
15570;
21129;
15596;
15596;
15596;
15596;
15346;
15346;
16233;
16233;
15354;
15995;
14774;
20732;
15622;
16128;
15974;
16172;
16041;
16195;
16175;
16171;
16090;
15945;
15606;
15606;
15606;
15606;
15086;
15451;
15255;
15978;
37040;
16172;
15946;
15448;
15227;
16207;
15029;
14683;
16161;
16197;
39073;
39073;
15580;
37040;
37040;
16209;
39756;
14648;
15022;
15448;
14984;
15269;
16024;
15525;
16095;
15452;
21269;
16171;
16171;
16171;
16171;
15944;
14660;
20813;
15566;
15452;
15437;
15351;
15351;
15351;
15351;
15351;
15351;
15521;
15472;
16206;
15650;
15650;
15650;
16128;
39756;
15016;
14963;
15448;
15575;
14984;
14626;
14992;
15651;
17986;
20813;
18215;
18239;
22549;
20569;
20569;
20569;
15006;
16393;
16393;
16393;
16393;
16393;
16393;
16393;
15529;
15654;
15482;
15346;
16393;
16393;
16393;
16393;
16393;
16393;
16393;
21213;
14819;
14819;
14819;
15507;
15507;
15507;
14963;
15971;
15373;
14734;
16094;
14694;
18247;
15466;
14955;
15553;
15553;
15553;
38056;
15553;
15553;
16095;
39756;
14550;
15541;
14775;
14819;
15651;
15521;
15011;
15605;
15382;
15382;
14547;
14648;
15086;
39756;
26492;
26492;
14553;
15059;
15609;
22415;
22483;
15128;
22415;
22415;
14685;
15529;
29140;
15690;
22415;
26630;
15128;
29182;
22415;
14766;
15425;
15345;
15345;
14820;
21972;
18263;
15921;
14547;
15472;
15979;
22007;
14746;
14635;
21742;
14734;
15346;
15521;
22358;
22358;
22358;
22358;
22358;
39756;
16207;
20641;
14963;
22358;
16171;
15221;
15221;
14528;
14734;
15570;
17986;
16128;
14573;
15520;
15746;
15651;
22007;
42168;
38935;
15580;
39756;
15651;
39756;
15013;
15136;
16171;
15433;
16128;
39756;
26453;
15521;
15521;
15962;
15982;
18263;
20948;
22358;
15521;
15346;
20503;
15448;
14948;
15553;
15011;
16236;
15545;
15545;
15530;
27636;
15479;
15961;
15961;
15545;
32464;
14962;
27636;
27636;
27636;
27636;
27636;
16210;
15605;
30245;
22358;
15521;
15521;
15553;
15962;
30405;
14917;
30357;
15030;
15529;
39073;
15472;
15958;
15507;
16094;
15240;
37218;
14578;
15167;
39356;
16206;
15626;
15381;
29101;
21315;
37210;
27672;
16206;
15945;
30349;
16132;
15525;
15434;
15059;
16097;
28236;
22483;
16012;
27636;
27636;
15018;
15099;
14975;
15088;
15432;
15529;
15681;
15681;
15457;
39756;
15482;
31804;
31786;
31786;
14513;
14974;
15687;
15647;
15647;
15647;
20667;
39073;
15269;
15570;
16048;
39756;
39756;
39756;
14998;
15346;
22358;
17986;
15341;
15521;
15347;
15347;
15134;
15681;
39756;
15553;
39756;
20595;
15240;
14963;
16095;
16095;
21583;
16031;
15104;
15566;
15609;
15609;
15569;
15509;
14984;
39756;
39756;
32115;
16161;
15679;
15679;
23010;
39756;
39756;
39756;
39756;
14996;
14544;
14544;
14546;
39756;
14961;
14961;
16057;
39756;
14961;
38037;
15681;
15617;
14963;
15240;
20641;
15571;
32740;
24038;
24038;
16409;
16409;
39756;
15943;
15936;
15566;
39756;
39756;
39756;
15967;
39756;
39756;
16128;
15448;
15468;
22810;
22820;
16042;
20813;
16171;
16171;
14609;
17994;
16060;
14518;
16129;
20802;
15027;
39756;
30305;
16035;
16237;
15958;
15597;
22358;
22358;
22358;
15566;
15466;
15567;
14833;
39756;
39756;
39756;
14734;
16172;
15962;
15521;
15521;
15011;
14589;
15345;
15580;
15580;
15580;
15580;
15580;
15571;
15571;
15571;
15571;
14561;
39756;
16022;
27615;
14977;
16232;
15482;
34982;
34982;
15541;
16055;
16055;
15959;
15944;
15529;
15529;
15529;
39756;
16175;
39756;
15979;
16172;
15967;
15509;
39756;
16132;
15566;
15566;
15566;
15566;
27517;
14548;
15088;
39073;
39756;
14708;
15541;
36580;
16095;
38935;
15433;
15433;
39756;
16095;
15567;
15567;
15451;
39756;
15681;
15733;
15995;
14558;
15654;
15605;
34412;
34454;
15580;
15580;
15580;
15571;
15529;
15529;
16057;
15541;
16095;
16176;
21003;
15433;
15433;
16076;
14997;
15647;
15609;
14951;
39756;
15472;
37255;
39346;
23010;
22358;
15541;
15541;
15580;
16132;
15967;
15967;
39756;
36196;
15176;
21545;
23464;
34982;
15424;
15424;
15424;
15424;
38872;
38890;
38890;
38890;
38890;
38890;
38872;
38890;
14642;
15535;
16094;
39756;
15979;
15180;
41593;
15128;
14962;
27756;
14774;
15529;
38935;
16393;
15345;
15687;
14558;
22483;
16095;
27636;
15541;
15059;
14609;
15434;
16238;
22483;
22483;
22483;
34770;
15058;
20667;
20367;
14734;
23172;
14708;
35180;
15134;
15337;
16393;
15521;
15979;
36424;
39756;
39756;
39756;
39756;
23698;
37777;
33818;
16219;
37777;
39756;
33862;
36386;
39756;
16206;
39756;
16128;
35376;
35376;
15580;
39504;
15351;
39402;
28729;
15605;
15153;
39756;
39504;
14917;
23172;
15185;
15360;
15297;
15610;
15610;
15610;
15690;
38614;
39504;
15372;
39073;
15553;
15553;
15580;
36424;
15541;
15571;
15520;
15571;
15446;
16095;
15482;
15382;
14964;
18384;
39073;
39073;
39756;
16095;
14746;
39756;
39756;
39756;
14546;
14995;
36754;
16128;
36580;
14996;
15599;
39756;
39756;
36754;
27756;
15599;
15457;
14548;
15545;
15605;
37041;
15974;
15437;
37166;
20802;
15103;
14555;
16194;
39756;
15585;
15521;
15959;
39756;
16128;
39756;
39756;
16212;
16207;
39756;
14568;
16136;
16147;
39026;
15457;
15567;
15479;
15521;
15521;
37117;
15975;
15545;
15143;
15029;
15529;
38935;
38935;
20667;
20503;
14613;
15529;
15553;
14577;
15580;
39756;
39402;
14948;
15373;
15373;
16074;
16074;
14695;
15566;
37184;
37085;
37085;
37085;
37085;
15567;
14993;
15954;
37077;
37077;
37077;
37077;
37077;
37077;
15958;
16231;
14845;
16052;
39756;
15247;
14581;
16095;
15566;
15012;
32464;
15484;
15687;
15687;
15687;
23428;
39756;
27645;
15975;
14558;
16162;
14546;
20821;
15580;
16128;
16035;
15604;
15681;
16094;
38186;
38186;
38186;
38186;
34794;
22415;
22483;
39756;
39756;
15654;
15509;
37445;
15545;
15545;
16222;
37445;
37445;
37445;
37445;
15690;
34794;
37445;
37445;
35180;
37445;
15529;
15521;
15521;
15509;
15372;
17995;
23349;
37517;
15008;
15678;
22483;
39756;
37339;
37436;
37436;
37415;
36372;
38783;
16055;
39756;
39756;
16094;
16095;
15520;
15992;
37436;
37436;
37436;
37436;
37436;
37436;
37426;
37426;
37426;
37426;
37426;
37426;
37535;
37454;
37454;
39756;
15181;
36440;
16018;
15393;
37445;
14964;
15566;
34794;
22470;
14564;
20749;
32464;
32464;
26275;
37077;
15509;
15509;
15509;
15641;
15641;
15641;
15354;
16171;
16171;
16171;
15044;
15654;
15580;
15672;
20732;
39172;
16171;
14518;
39756;
15481;
15958;
15569;
17986;
17986;
33818;
37508;
37508;
37508;
15641;
16035;
15509;
15521;
15521;
15521;
15521;
15521;
15521;
37607;
16171;
16171;
16171;
16171;
39756;
16171;
16171;
16171;
16171;
16171;
16171;
16171;
37980;
38026;
38070;
38070;
38070;
38070;
38057;
38056;
38056;
38057;
38057;
38057;
38057;
38057;
38057;
38050;
38050;
38050;
38050;
38050;
37994;
37994;
37994;
38024;
38024;
38024;
38010;
38010;
38010;
38052;
38011;
38018;
38049;
37989;
38049;
38049;
38049;
38021;
38038;
38038;
38036;
37982;
37987;
37987;
37987;
37987;
37976;
38045;
38015;
38000;
38000;
38054;
38069;
38069;
38023;
38033;
38063;
38063;
38063;
38071;
38071;
38025;
38025;
38025;
38028;
38040;
37995;
38022;
39356;
39356;
39756;
14546;
14995;
38168;
37607;
37607;
37607;
37607;
37607;
30269;
39064;
30269;
14964;
14964;
15472;
16171;
16171;
38002;
39356;
38063;
39356;
15541;
39756;
39756;
38040;
17986;
15529;
38119;
15529;
15529;
15346;
15346;
15576;
15553;
14985;
38456;
38442;
38442;
14964;
38890;
20569;
15576;
15576;
35912;
20569;
20813;
20802;
37436;
26275;
26275;
15580;
15944;
15580;
15580;
15580;
15580;
15580;
14547;
15580;
15580;
16171;
15023;
37980;
36580;
15979;
39513;
39756;
15964;
39756;
14820;
15493;
16231;
15529;
15529;
15529;
15432;
14587;
15016;
18464;
23268;
37445;
16128;
15967;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
16110;
39756;
39756;
39756;
32464;
14587;
15829;
15521;
15521;
15541;
15745;
15653;
16055;
16207;
16206;
14845;
37777;
14975;
15018;
14605;
38002;
15507;
23172;
15597;
15259;
15372;
22549;
22549;
14963;
39756;
37508;
16094;
15247;
39756;
15100;
14992;
15424;
39858;
15100;
15580;
28236;
38810;
38935;
38935;
15509;
15952;
39190;
27636;
38935;
38935;
38935;
16060;
15011;
35180;
14613;
35356;
14985;
15022;
39055;
39756;
15482;
36196;
40451;
40451;
40088;
15959;
32464;
40034;
40034;
16172;
15541;
15541;
40070;
40070;
40070;
16110;
15013;
14558;
39756;
23984;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
14974;
15647;
15541;
15615;
15604;
15604;
15604;
15482;
15941;
39756;
15580;
40088;
16110;
15507;
40088;
40088;
15690;
31542;
15011;
40740;
15434;
30473;
16108;
40088;
40088;
15566;
15012;
15012;
40381;
41017;
41017;
29275;
40658;
40658;
40812;
16231;
40316;
40316;
14734;
14734;
16154;
14766;
36196;
36196;
40972;
40972;
15530;
40990;
40605;
40605;
40605;
40605;
40605;
40605;
39756;
38935;
14984;
16095;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
15076;
20740;
16094;
16094;
15430;
15542;
39756;
15400;
15457;
15943;
39756;
39756;
39756;
15387;
15382;
36580;
39756;
15520;
15426;
14833;
41216;
41216;
14995;
15991;
15421;
15509;
14995;
35180;
39756;
14995;
39756;
14587;
41206;
27618;
27618;
37508;
37607;
37607;
37607;
37445;
15088;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
15944;
16174;
15944;
39756;
16171;
16172;
39756;
39756;
16172;
15944;
16212;
15566;
15566;
39756;
39756;
39756;
15345;
41512;
39172;
37517;
16071;
40070;
20802;
16131;
39055;
39055;
15647;
39180;
21213;
15996;
15529;
15376;
37445;
16131;
39756;
39756;
41680;
40552;
15626;
39756;
16206;
39756;
15351;
40088;
37652;
14544;
39254;
38954;
15451;
15446;
39309;
39922;
16035;
41827;
41827;
41827;
41827;
41288;
14948;
14962;
16393;
15055;
15055;
36580;
22358;
14547;
14547;
14547;
16131;
42296;
39756;
15156;
14961;
23984;
15860;
20813;
15860;
39055;
15860;
15104;
41981;
15908;
14555;
15580;
15432;
14683;
20802;
39180;
15567;
14996;
36196;
15102;
42343;
27615;
27615;
15102;
14974;
14996;
40990;
21929;
15016;
15421;
14993;
15958;
40990;
41593;
15479;
15479;
15023;
15958;
15481;
15938;
17986;
15967;
16172;
39346;
15370;
15566;
15509;
15566;
40990;
40990;
42244;
39756;
39756;
39756;
39756;
39756;
16145;
15529;
39756;
20813;
39756;
40990;
41593;
14993;
15958;
14962;
22358;
15615;
39756;
39756;
39045;
39045;
39045;
15423;
15423;
14746;
31786;
31786;
21583;
36580;
20358;
14539;
14539;
42152;
42256;
29401;
16215;
42155;
42155;
15507;
42201;
37607;
39756;
39756;
39756;
42198;
42199;
31786;
36580;
15580;
15580;
15580;
15580;
15104;
38972;
40990;
15570;
15570;
15570;
15570;
42270;
20631;
20631;
15605;
42271;
42270;
15580;
39091;
15111;
42270;
14734;
14734;
15448;
15074;
15074;
40999;
15580;
16099;
37670;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
39756;
15451;
15609;
15451;
15100;
34794;
34794;
42277;
42277;
27672;
27672;
15023;
15433;
15100;
22358;
15012;
39756;
39163;
15566;
37445;
14708;
37670;
23395;
15654;
14734;
14734;
39756;
39756;
15432;
15507;
15507;
16094;
14528;
14774;
15654;
39756;
39756;
15566;
14584;
15654;
39064;
15541;
15681;
15678;
15678;
14984;
15618;
15259;
15024;
42174;
42174;
42174;
42174;
42174;
42174;
42174;
23984;
42251;
42251;
27636;
15687;
39309;
39756;
16128;
15654;
15479;
15479;
14974;
39922;
14513;
14513;
39756;
15023;
15472;
39756;
39756;
35180;
39756;
39756;
39756;
42210;
16094;
16235;
16171;
15008;
39756;
39756;
39756;
15479;
15479;
39756;
39756;
39756;
39756;
39756;
16393;
15521;
15521;
15521;
15521;
15521;
42228;
39756;
15448;
15346;
39756;
39756;
15076;
15575;
15044;
14661;
23984;
14995;
14917;
15483;
39756;
41593;
42323;
15521;
20503;
15008;
42201;
42201;
42199;
21923;
42279;
16071;
15509;
15457;
37184;
16209;
15016;
15509;
29401;
15605;
15525;
15525;
15372;
15346;
15347;
14544;
15509;
42270;
14995;
42176;
42176;
42185;
14974;
16006;
39756;
42351;
15426;
15571;
15360;
14734;
14962;
15529;
15529;
15529;
20813;
14734;
15541;
15944;
15679;
42178;
15012;
27718;
14833;
15571;
15566;
37255;
15948;
15618;
14993;
15945;
14751;
21213;
15203;
16128;
15171;
42320;
37436;
37436;
15966;
15360;
14984;
37445;
15943;
20802;
15566;
30427;
15566;
15566;
15566;
16128;
14558;
36580;
14746;
20813;
15571;
33818;
