id;name;parent_id;
15223;NARCISO RODRIGUEZ;14499
15224;MUGLER;14499
15225;BIOTHERM;14499
15226;CLINIQUE;14499
15227;CAROLINA HERRERA;14499
15228;DONNA KARAN;14499
15229;HUGO BOSS;14499
15230;KENZO;14499
15231;LACOSTE;14499
15232;LANCÔME;14499
15233;PACO RABANNE;14499
15234;ROCHAS;14499
15235;GLORIA VANDERBILT;18062
18062;Body Care;18027
15236;CLARINS;14499
15237;VICTORIO & LUCCHINO;18062
15238;4711;14499
15239;ALVAREZ GÓMEZ;18062
15240;ALYSSA ASHLEY;14499
15241;BALENCIAGA;14499
15242;CALVIN KLEIN;14499
15243;CARTIER;14499
15244;GIVENCHY;14499
15245;GUCCI;14499
15246;PRADA;14499
15247;L'OCCITANE;14499
15248;CHANEL;14499
15249;DIOR;14499
15250;CUSTO;18062
15251;LAURA BIAGIOTTI;14499
15252;ELIE SAAB;14499
15253;LOEWE;14499
15254;MARC JACOBS;14499
15255;NINA RICCI;14499
15256;SWAROVSKI;14499
15257;TOUS;14499
15258;VIKTOR & ROLF;14499
15259;COLLISTAR;14499
15260;ACQUA DI PARMA;14499
15261;GUERLAIN;14499
15262;HERMÈS;14499
15263;JUICY COUTURE;14499
15264;VERSACE;18062
15265;JIL SANDER;14499
15266;SHISEIDO;14499
15267;BOUCHERON;14499
15268;SHAKIRA;18062
15269;ELIZABETH ARDEN;14499
15270;SISLEY;14499
15271;LA PRAIRIE;14499
15272;HELENA RUBINSTEIN;14499
15273;YVES SAINT LAURENT;14499
15274;AQUOLINA;14499
15275;AVEDA;14499
15276;ANGEL SCHLESSER;14499
15277;BOTTEGA VENETA;14499
15278;BABOR;14499
15279;EVE LOM;14499
15280;VALMONT;14499
15281;BRITNEY SPEARS;18062
15282;ESCADA;14499
15283;DECLÉOR;14499
15284;PEPPA PIG;18062
15285;REGEN OIL;18062
15286;ROBERTO CAVALLI;14499
15287;SARAH JESSICA PARKER;14499
15288;VALENTINO;14499
15289;BOURJOIS;18062
15290;ROGER & GALLET;14499
15291;ALQVIMIA;14499
15292;OILILY;18062
15293;RODIAL;14499
15294;OPI;14499
15295;ANNE MÖLLER;14499
15296;DAVID BISBAL;18062
15297;JOHNSON'S;18062
15298;MUSTELA;18062
15299;ARUAL;18062
15300;AXE;18062
15301;CLARISONIC;14499
15302;CARMEX;18062
15303;DUNHILL LONDON;14499
15304;CHICCO;18062
15305;CUTEX;18062
15306;BELLA AURORA;18062
15307;PARFUMS GRÈS;14499
15308;JUVENA;14499
15309;MANDARINA DUCK;14499
15310;REMINISCENCE;14499
15311;MAUBOUSSIN;18062
15312;ANNA SUI;14499
15313;BYBLOS;18062
15314;CLARA;18062
15315;COURRÈGES;14499
15316;GAI MATTIOLO;18062
15317;GIORGIO BEVERLY HILLS;14499
15318;HALLOWEEN;14499
15319;SENSAI;14499
15320;MISTRAL;18062
15321;MONTANA;14499
15322;MORGAN;18062
15323;CERRUTI;14499
15324;RALPH LAUREN;14499
15325;REDUMODEL;18062
15326;ROBERTO VERINO;14499
15327;SERGIO TACCHINI;18062
15328;SOMATOLINE;14499
15329;TOMMY HILFIGER;14499
15330;NUXE;18062
15331;KARL LAGERFELD;14499
15334;CARITA;14499
15335;COMODYNES;18062
15336;EVELINE;18062
15337;ORLANE;14499
15338;NATURA CANARIA;18062
15339;NATURA BISSÉ;14499
15340;ANUBIS;14499
15341;THALGO;14499
15342;JIMMY CHOO;14499
15343;BIODERMA;18062
15345;NIVEA;18062
15346;BABARIA;18062
15347;DISNEY;18062
15348;SPONGE BOB;18062
15349;PENHALIGON'S;14499
15350;PRANARÔM;18062
15351;BETER;18062
15352;LALIQUE;14499
15353;PUIG;18062
15354;INSTITUTO ESPAÑOL;18062
15355;EUDERMIN;18062
15356;LA TOJA;18062
15357;FA;18062
15358;HENO DE PRAVIA;18062
15359;ETIENNE AIGNER;14499
15360;DOVE;18062
15361;LIDA;18062
15362;NELIA;18062
15363;HANSAPLAST;18062
15364;LE PETIT MARSEILLAIS;18062
15365;BADEDAS;18062
15367;SKEYNDOR;14499
15368;LA ROCHE POSAY;14499
15369;BEL;18062
15370;AGRADO;18062
15371;ANIAN;18062
15372;SANEX;18062
15373;LACTOVIT;18062
15374;AVENA KINESIA;18062
15375;NEUTROGENA;14499
15376;NATURAL HONEY;18062
15377;BELMAN;18062
15378;ACTIBEL;18062
15379;CALYPSO;18062
15380;NEVA;18062
15381;MOUSSEL;18062
15382;BYLY;18062
15383;ATRIX;18062
15384;FAMOS;18062
15385;UMBRO;18062
15386;COULEUR CARAMEL;18062
15387;GISÈLE DENIS;18062
15388;GIANFRANCO FERRÉ;14499
15390;CARIZZIA;18062
15391;LA PHYTO;18062
15392;PQ PLANTACION QUEDIU;18062
15393;SUAVIPIEL;18062
15394;DENENES;18062
15395;ASEPTINE;18062
15396;INNOATEK;18062
15397;E. KORONIS;18062
15398;MAYFER PERFUMES;18062
15399;JAGUAR;14499
15400;PAYOT;14499
15401;JOOP;14499
15402;SLAVA ZAÏTSEV;18062
15403;TULIPÁN NEGRO;18062
15404;HELLO KITTY;18062
15405;INGRID MILLET PARIS ;14499
15406;MIU MIU;14499
15407;LA MER;14499
15408;ALAIA PARIS;14499
15409;TRUSSARDI;14499
15410;JEAN COUTURIER;18062
15411;JEANNE PIAUBERT ;14499
15412;AYER;18062
15413;DON ALGODÓN;18062
15415;SKIN79;14499
15416;GARNIER;18062
15417;WELEDA;14499
15418;NATURALIUM ;18062
15419;REVLON;14499
15420;ZADIG & VOLTAIRE;14499
15421;MOSCHINO;14499
15422;vichy;14499
15423;ADIDAS;18062
15424;MAJA;18062
15425;NICKELODEON;18062
15426;MARVIS;18062
15427;NESTI DANTE;18062
15428;BIOTHERM;14500
15429;CLARINS;14500
15430;CLINIQUE;14500
15431;DIOR;14500
15432;ESTÉE LAUDER;14500
15433;LANCASTER;14500
15434;SENSAI;14500
15435;LA MER;14500
15436;LANCÔME;14500
15437;LA PRAIRIE;14500
15438;NATURA BISSÉ;14500
15439;SHISEIDO;14500
15440;SISLEY;14500
15441;CHANEL;14500
15442;GUERLAIN;14500
15443;HELENA RUBINSTEIN;14500
15444;ADOLFO DOMINGUEZ;14500
15445;DECLÉOR;14500
15446;L'OCCITANE;14500
15447;VALMONT;14500
15448;ELIZABETH ARDEN;14500
15449;CARITA;14500
15450;COLLISTAR;14500
15451;GARNIER;18034
18034;Skin Care;18027
15452;JUVENA;14500
15453;ROGER & GALLET;14500
15454;ACQUA DI PARMA;14500
